iter	Logloss
233	0.3004351361
234	0.3004244197
235	0.3004133583
236	0.3004037532
237	0.3003945573
238	0.3003889839
239	0.300374265
240	0.3003586117
241	0.3003473777
242	0.3003417856
243	0.3003139783
244	0.300296647
245	0.3002845183
246	0.300272771
247	0.3002609312
248	0.3002530911
249	0.3002467222
250	0.300241505
251	0.3002336424
252	0.3002207975
253	0.3001983831
254	0.3001832019
255	0.3001746232
256	0.3001599961
257	0.3001478398
258	0.3001386036
259	0.3001278494
260	0.3001173377
261	0.3001060924
262	0.3000931674
263	0.3000816692
264	0.300066959
265	0.3000542251
266	0.3000460009
267	0.300037586
268	0.3000279873
269	0.300016712
270	0.3000100782
271	0.299999014
272	0.2999884303
273	0.2999769947
274	0.2999715784
275	0.2999592621
276	0.299945698
277	0.2999364281
278	0.2999306841
279	0.2999172864
280	0.2999133306
281	0.2999047122
282	0.2998859226
283	0.2998745524
284	0.2998667902
285	0.2998593823
286	0.299844764
287	0.2998342924
288	0.2998279388
289	0.2998212456
290	0.2998093492
291	0.2998013087
292	0.29979244
293	0.2997795962
294	0.2997699891
295	0.2997604958
296	0.2997532835
297	0.2997422477
298	0.2997314859
299	0.2997255906
300	0.2997149013
301	0.2997012455
302	0.2996938377
303	0.2996874738
304	0.2996784944
305	0.2996705018
306	0.299662195
307	0.2996557414
308	0.2996457593
309	0.2996312045
310	0.2996107132
311	0.2995965984
312	0.2995858268
313	0.29957745
314	0.2995621063
315	0.2995531393
316	0.299544519
317	0.2995395472
318	0.299531955
319	0.2995220622
320	0.2995128976
321	0.2995048618
322	0.2994928916
323	0.2994803498
324	0.2994711972
325	0.2994644136
326	0.2994582863
327	0.2994393867
328	0.2994334764
329	0.2994247838
330	0.299418638
331	0.299405599
332	0.2993954978
333	0.2993865522
334	0.2993759218
335	0.2993711096
336	0.2993576275
337	0.2993395821
338	0.2993328485
339	0.2993168727
340	0.2993026501
341	0.2992927361
342	0.299284648
343	0.2992774946
344	0.2992697501
345	0.2992630055
346	0.299252563
347	0.2992415842
348	0.2992242191
349	0.2992079342
350	0.2991940094
351	0.299180817
352	0.2991719562
353	0.2991637348
354	0.2991555494
355	0.299144175
356	0.2991370937
357	0.2991308083
358	0.2991195016
359	0.2991120776
360	0.2991040529
361	0.2990869102
362	0.2990815676
363	0.2990688529
364	0.2990567351
365	0.2990465189
366	0.2990371059
367	0.2990237228
368	0.2990111923
369	0.29899759
370	0.2989880925
371	0.2989777055
372	0.2989709934
373	0.2989624056
374	0.2989526432
375	0.2989395823
376	0.2989326959
377	0.2989262753
378	0.2989140682
379	0.2989006282
380	0.298896007
381	0.2988886593
382	0.2988774694
383	0.2988671686
384	0.2988602008
385	0.2988531436
386	0.2988445373
387	0.2988371418
388	0.2988280179
389	0.2988211176
390	0.2988137231
391	0.2988059472
392	0.2987974207
393	0.2987914934
394	0.2987855437
395	0.2987722774
396	0.298767722
397	0.2987581545
398	0.2987534469
399	0.2987460761
400	0.2987413553
401	0.2987324081
402	0.2987196086
403	0.2987087355
404	0.2986973189
405	0.2986860942
406	0.2986771829
407	0.2986665334
408	0.2986586287
409	0.2986496352
410	0.2986408712
411	0.2986342908
412	0.2986233977
413	0.2986116693
414	0.2986002816
415	0.2985885204
416	0.2985826447
417	0.2985750188
418	0.2985655567
419	0.2985586188
420	0.2985489027
421	0.2985427759
422	0.2985381283
423	0.2985278613
424	0.2985202911
425	0.2985137082
426	0.2985028475
427	0.2984950034
428	0.2984904478
429	0.2984797647
430	0.2984711394
431	0.2984634149
432	0.2984568756
433	0.2984528787
434	0.298447567
435	0.2984363804
436	0.2984316014
437	0.2984241032
438	0.2984152954
439	0.2984088856
440	0.2984031222
441	0.2983932481
442	0.2983852825
443	0.2983787467
444	0.2983710222
445	0.2983616958
446	0.2983529201
447	0.298348638
448	0.2983425667
449	0.2983336585
450	0.2983282476
451	0.2983210889
452	0.2983167962
453	0.298313115
454	0.2983063239
455	0.2982935635
456	0.2982826503
457	0.2982742772
458	0.2982685182
459	0.2982598435
460	0.2982510937
461	0.2982461967
462	0.2982374279
463	0.2982314427
464	0.2982245387
465	0.2982188083
466	0.2982077131
467	0.2982004509
468	0.2981894069
469	0.2981831091
470	0.2981777835
471	0.2981718805
472	0.298165296
473	0.2981605883
474	0.2981531015
475	0.2981465405
476	0.2981415188
477	0.2981356151
478	0.2981310727
479	0.2981238507
480	0.2981197156
481	0.2981114277
482	0.2981069033
483	0.2980983835
484	0.2980923487
485	0.2980860383
486	0.2980775644
487	0.2980738146
488	0.2980700017
489	0.2980622889
490	0.2980570306
491	0.2980500367
492	0.2980434721
493	0.2980382849
494	0.2980305736
495	0.2980221673
496	0.298012845
497	0.2980073792
498	0.2979997277
499	0.2979949274
500	0.2979804122
501	0.2979729309
502	0.2979686386
503	0.2979634653
504	0.2979607833
505	0.2979527739
506	0.297946853
507	0.2979366439
508	0.2979253628
509	0.2979184812
510	0.297912755
511	0.2979072648
512	0.2979024346
513	0.2978978723
514	0.2978899569
515	0.2978845201
516	0.2978804858
517	0.2978757908
518	0.2978676391
519	0.2978633257
520	0.2978583564
521	0.2978545305
522	0.2978464118
523	0.2978387201
524	0.2978334143
525	0.297829877
526	0.2978257873
527	0.2978165772
528	0.2978104889
529	0.2978075893
530	0.2977995829
531	0.2977947114
532	0.2977886992
533	0.2977843538
534	0.2977772014
535	0.2977698404
536	0.2977641474
537	0.297757442
538	0.2977527939
539	0.2977459082
540	0.2977376661
541	0.2977320718
542	0.2977252455
543	0.2977174029
544	0.2977111444
545	0.2977048005
546	0.2976993334
547	0.2976947051
548	0.2976913788
549	0.2976877826
550	0.2976829202
551	0.297676865
552	0.2976723814
553	0.2976693311
554	0.2976608118
555	0.2976562755
556	0.2976488851
557	0.2976419057
558	0.2976369807
559	0.2976277308
560	0.2976196906
561	0.2976147931
562	0.2976036696
563	0.2976010798
564	0.2975950514
565	0.2975908437
566	0.2975853725
567	0.2975802836
568	0.2975766539
569	0.2975730766
570	0.2975670087
571	0.2975609808
572	0.2975507185
573	0.2975406275
574	0.2975359206
575	0.2975302943
576	0.2975244698
577	0.2975192452
578	0.2975149721
579	0.2975084045
580	0.2975000814
581	0.2974959579
582	0.2974863008
583	0.297482384
584	0.2974726215
585	0.2974652516
586	0.29745754
587	0.2974505696
588	0.2974473357
589	0.2974424072
590	0.2974337296
591	0.2974300625
592	0.2974236362
593	0.2974136562
594	0.2974062446
595	0.2973984724
596	0.2973927825
597	0.2973876005
598	0.2973842685
599	0.2973796108
600	0.2973717417
601	0.297364727
602	0.2973569185
603	0.2973470312
604	0.2973415824
605	0.2973367249
606	0.2973320295
607	0.2973281837
608	0.2973212811
609	0.297315421
610	0.2973068681
611	0.2973025079
612	0.2972995305
613	0.2972927349
614	0.2972864502
615	0.2972812894
616	0.297276241
617	0.2972693093
618	0.2972636399
619	0.2972591367
620	0.2972498937
621	0.2972440671
622	0.2972377033
623	0.2972305004
624	0.2972224605
625	0.2972186607
626	0.2972144282
627	0.2972081038
628	0.2972022357
629	0.2971951737
630	0.2971874052
631	0.2971824419
632	0.297174619
633	0.2971674668
634	0.2971613654
635	0.2971557998
636	0.2971500172
637	0.2971454689
638	0.297139289
639	0.2971308812
640	0.2971258455
641	0.2971232132
642	0.2971196302
643	0.2971130035
644	0.2971069892
645	0.2970990345
646	0.2970930702
647	0.2970883773
648	0.2970792324
649	0.2970740389
650	0.2970701605
651	0.2970656064
652	0.2970604587
653	0.2970521703
654	0.2970474483
655	0.2970429251
656	0.2970388664
657	0.2970334887
658	0.2970300777
659	0.2970261069
660	0.2970221038
661	0.2970174952
662	0.297013307
663	0.2970093823
664	0.2970043671
665	0.2969982727
666	0.2969943872
667	0.2969884243
668	0.296984147
669	0.2969796517
670	0.2969740692
671	0.2969682839
672	0.2969626042
673	0.2969591858
674	0.2969519675
675	0.2969482859
676	0.2969440704
677	0.2969398644
678	0.2969348917
679	0.2969272985
680	0.2969239586
681	0.2969199022
682	0.2969158399
683	0.2969119418
684	0.2969081157
685	0.2969036055
686	0.296901095
687	0.2968941137
688	0.2968852917
689	0.2968792765
690	0.2968727489
691	0.2968680885
692	0.2968641756
693	0.2968600337
694	0.2968536377
695	0.2968480267
696	0.2968428135
697	0.2968396511
698	0.2968334247
699	0.2968302559
700	0.2968248443
701	0.2968217089
702	0.2968171136
703	0.2968139249
704	0.2968098846
705	0.2968052016
706	0.2968015018
707	0.2967972681
708	0.2967936655
709	0.2967907197
710	0.2967866303
711	0.2967825346
712	0.2967778457
713	0.2967728249
714	0.2967664545
715	0.296761537
716	0.2967576634
717	0.2967520148
718	0.2967491683
719	0.2967440603
720	0.2967399609
721	0.296735635
722	0.2967313526
723	0.2967266797
724	0.2967202462
725	0.2967169328
726	0.2967111929
727	0.2967078864
728	0.2967050985
729	0.2966995437
730	0.2966951784
731	0.2966914725
732	0.2966865789
733	0.2966800035
734	0.2966730366
735	0.2966686451
736	0.2966644044
737	0.2966581134
738	0.2966527856
739	0.2966463818
740	0.2966409326
741	0.2966355089
742	0.2966301903
743	0.296627298
744	0.2966247446
745	0.2966199537
746	0.2966153254
747	0.2966108537
748	0.2966033658
749	0.2965986648
750	0.2965937802
751	0.2965887112
752	0.2965824977
753	0.2965775341
754	0.2965726926
755	0.296568597
756	0.2965616695
757	0.2965562139
758	0.2965518038
759	0.2965482473
760	0.2965450259
761	0.2965397666
762	0.2965359799
763	0.2965327192
764	0.2965274939
765	0.2965236865
766	0.296520198
767	0.2965160034
768	0.2965140319
769	0.2965100547
770	0.2965059369
771	0.2964997131
772	0.296496559
773	0.2964932024
774	0.2964887085
775	0.2964850217
776	0.2964796516
777	0.2964755492
778	0.2964685349
779	0.2964620873
780	0.2964565513
781	0.2964522878
782	0.2964483408
783	0.2964426934
784	0.2964380897
785	0.2964361703
786	0.2964318897
787	0.2964270968
788	0.2964233433
789	0.2964207009
790	0.2964155134
791	0.2964121145
792	0.2964102854
793	0.2964078205
794	0.2964036659
795	0.2963993537
796	0.2963937458
797	0.2963915372
798	0.2963876765
799	0.2963828973
800	0.2963786439
801	0.2963738185
802	0.2963695519
803	0.2963645229
804	0.2963598031
805	0.2963559703
806	0.296350862
807	0.2963459234
808	0.2963366604
809	0.2963307437
810	0.2963262467
811	0.2963228932
812	0.2963192009
813	0.2963149737
814	0.2963114213
815	0.2963069951
816	0.2963016044
817	0.2962969368
818	0.2962921051
819	0.2962884959
820	0.2962834938
821	0.2962789383
822	0.2962754203
823	0.2962714079
824	0.2962671408
825	0.296264321
826	0.2962601464
827	0.2962550182
828	0.2962509176
829	0.2962473471
830	0.2962439146
831	0.2962401683
832	0.2962372262
833	0.2962352279
834	0.296232322
835	0.2962296073
836	0.2962265431
837	0.2962221464
838	0.2962181889
839	0.2962126012
840	0.2962092879
841	0.2962065721
842	0.2962016448
843	0.2961985229
844	0.2961933641
845	0.2961889399
846	0.2961854491
847	0.296181424
848	0.2961789843
849	0.2961749173
850	0.296170848
851	0.296166299
852	0.2961626047
853	0.2961591723
854	0.2961571064
855	0.2961541587
856	0.2961522853
857	0.296146828
858	0.2961447832
859	0.2961431129
860	0.2961405434
861	0.2961384536
862	0.2961336282
863	0.296129283
864	0.2961252866
865	0.2961206583
866	0.2961163461
867	0.296113368
868	0.2961085822
869	0.2961034971
870	0.296101226
871	0.296096737
872	0.2960922603
873	0.2960859745
874	0.2960826613
875	0.296080295
876	0.2960757072
877	0.296072683
878	0.2960684385
879	0.2960621891
880	0.2960583434
881	0.2960563232
882	0.2960543889
883	0.2960500426
884	0.2960459414
885	0.2960429182
886	0.2960392689
887	0.2960375268
888	0.2960334769
889	0.2960262119
890	0.296022708
891	0.2960180338
892	0.2960138647
893	0.2960102695
894	0.2960040116
895	0.2959975494
896	0.2959933427
897	0.2959888802
898	0.2959855567
899	0.2959797842
900	0.2959774443
901	0.2959742493
902	0.2959692392
903	0.2959640658
904	0.2959613605
905	0.295958079
906	0.2959552322
907	0.2959538112
908	0.2959485801
909	0.2959444494
910	0.2959403365
911	0.2959354591
912	0.2959309812
913	0.2959275928
914	0.295923847
915	0.2959205561
916	0.2959159213
917	0.2959125033
918	0.2959082843
919	0.2959045174
920	0.2959015775
921	0.2958973044
922	0.2958911057
923	0.2958876473
924	0.2958846878
925	0.2958814016
926	0.2958783189
927	0.2958726192
928	0.2958687142
929	0.2958650011
930	0.2958622266
931	0.2958588739
932	0.2958555937
933	0.2958518015
934	0.2958485424
935	0.2958432625
936	0.2958394759
937	0.2958334804
938	0.2958297657
939	0.2958254604
940	0.2958200914
941	0.2958168699
942	0.2958127348
943	0.2958081009
944	0.2958036896
945	0.2958004028
946	0.2957956039
947	0.295791811
948	0.2957888392
949	0.2957835064
950	0.2957819752
951	0.2957788196
952	0.2957733101
953	0.2957699045
954	0.2957684057
955	0.2957639881
956	0.2957586509
957	0.2957539374
958	0.295749867
959	0.295745272
960	0.2957412882
961	0.2957370287
962	0.2957326761
963	0.2957309166
964	0.2957275941
965	0.295724616
966	0.2957201777
967	0.2957154504
968	0.2957124923
969	0.2957095274
970	0.2957064123
971	0.2957029737
972	0.2956999071
973	0.2956964097
974	0.2956948586
975	0.2956907564
976	0.295687634
977	0.2956849846
978	0.2956811139
979	0.295677439
980	0.2956736135
981	0.2956712929
982	0.2956663425
983	0.2956625054
984	0.2956611177
985	0.2956580609
986	0.2956511712
987	0.2956465405
988	0.2956428591
989	0.2956407552
990	0.2956367592
991	0.2956334793
992	0.2956305778
993	0.2956269359
994	0.2956241501
995	0.2956208964
996	0.2956186155
997	0.2956145788
998	0.2956115333
999	0.2956077269
1000	0.2956043741
1001	0.2956011023
1002	0.295595704
1003	0.2955914046
1004	0.295587564
1005	0.2955824808
1006	0.2955786154
1007	0.2955774503
1008	0.295571271
1009	0.2955671814
1010	0.2955610678
1011	0.2955590827
1012	0.2955552944
1013	0.2955517873
1014	0.2955487434
1015	0.295543794
1016	0.2955412412
1017	0.2955390874
1018	0.2955347627
1019	0.2955309371
1020	0.2955277812
1021	0.295525145
1022	0.2955198864
1023	0.2955157742
1024	0.2955119675
1025	0.2955085358
1026	0.2955051896
1027	0.2954991281
1028	0.2954960402
1029	0.2954921753
1030	0.2954881386
1031	0.2954849182
1032	0.2954821365
1033	0.2954793953
1034	0.2954749596
1035	0.2954731642
1036	0.2954676619
1037	0.2954638159
1038	0.2954613512
1039	0.2954583803
1040	0.2954540899
1041	0.2954492448
1042	0.2954453987
1043	0.2954409222
1044	0.2954361297
1045	0.2954329137
1046	0.2954290156
1047	0.2954252555
1048	0.2954217955
1049	0.2954189281
1050	0.2954159699
1051	0.2954152333
1052	0.2954106775
1053	0.2954068646
1054	0.2954036762
1055	0.2954005803
1056	0.2953963202
1057	0.2953925647
1058	0.2953905992
1059	0.2953869174
1060	0.2953818486
1061	0.2953771612
1062	0.2953731906
1063	0.2953711528
1064	0.2953686282
1065	0.295366086
1066	0.2953642657
1067	0.2953607483
1068	0.2953551948
1069	0.2953506385
1070	0.2953481446
1071	0.2953471709
1072	0.2953448073
1073	0.2953420421
1074	0.2953391885
1075	0.2953380112
1076	0.2953354858
1077	0.2953337765
1078	0.2953297603
1079	0.2953261515
1080	0.2953229104
1081	0.2953221273
1082	0.2953182744
1083	0.2953151173
1084	0.2953103315
1085	0.2953071561
1086	0.295304351
1087	0.2952997163
1088	0.2952955404
1089	0.2952918587
1090	0.2952879013
1091	0.2952848972
1092	0.2952814979
1093	0.2952769786
1094	0.2952731722
1095	0.295268943
1096	0.2952657437
1097	0.2952631531
1098	0.2952599585
1099	0.2952571384
1100	0.2952544649
1101	0.2952523415
1102	0.29525198
1103	0.2952476411
1104	0.2952441838
1105	0.2952396411
1106	0.2952354864
1107	0.2952322186
1108	0.2952273146
1109	0.2952231333
1110	0.2952193861
1111	0.2952160398
1112	0.2952131935
1113	0.2952105706
1114	0.2952082936
1115	0.2952051379
1116	0.2952019493
1117	0.2951994642
1118	0.2951952173
1119	0.295191786
1120	0.2951913915
1121	0.2951891489
1122	0.2951851572
1123	0.2951829807
1124	0.2951811793
1125	0.2951780995
1126	0.2951726562
1127	0.2951693889
1128	0.2951682781
1129	0.2951632621
1130	0.2951592453
1131	0.2951567535
1132	0.2951540714
1133	0.295152376
1134	0.2951501804
1135	0.2951490496
1136	0.2951466901
1137	0.2951430874
1138	0.2951388011
1139	0.2951348226
1140	0.2951310753
1141	0.2951276299
1142	0.295124665
1143	0.2951243955
1144	0.2951207666
1145	0.2951180765
1146	0.2951140192
1147	0.2951097666
1148	0.2951087938
1149	0.295105086
1150	0.2951020934
1151	0.2950982465
1152	0.2950937695
1153	0.2950907203
1154	0.2950894055
1155	0.2950868544
1156	0.2950822207
1157	0.2950797459
1158	0.2950780777
1159	0.295074567
1160	0.2950711157
1161	0.295070833
1162	0.2950693342
1163	0.2950658498
1164	0.2950626561
1165	0.2950620115
1166	0.2950600125
1167	0.2950569151
1168	0.2950534834
1169	0.2950494929
1170	0.2950469427
1171	0.2950434775
1172	0.295041413
1173	0.295039572
1174	0.2950366132
1175	0.2950346934
1176	0.2950310119
1177	0.2950275214
1178	0.295025652
1179	0.2950232662
1180	0.2950197767
1181	0.2950139191
1182	0.2950110867
1183	0.2950070568
1184	0.295002218
1185	0.2949994215
1186	0.2949951728
1187	0.2949942197
1188	0.2949938253
1189	0.2949914325
1190	0.2949910775
1191	0.2949881851
1192	0.294985286
1193	0.2949814138
1194	0.2949793955
1195	0.294974885
1196	0.2949717167
1197	0.2949679633
1198	0.294963427
1199	0.2949587917
1200	0.2949554722
1201	0.2949509419
1202	0.294946748
1203	0.2949426436
1204	0.294940093
1205	0.294935846
1206	0.2949326539
1207	0.2949289767
1208	0.2949247167
1209	0.2949207199
1210	0.2949164666
1211	0.2949154938
1212	0.2949099584
1213	0.294906
1214	0.2949026003
1215	0.294898555
1216	0.2948983578
1217	0.2948981277
1218	0.2948948454
1219	0.2948911375
1220	0.294888253
1221	0.2948854985
1222	0.2948835
1223	0.2948798185
1224	0.2948778266
1225	0.294875611
1226	0.2948715943
1227	0.2948688527
1228	0.2948670974
1229	0.2948637961
1230	0.2948623101
1231	0.2948588784
1232	0.2948555828
1233	0.2948533284
1234	0.294850549
1235	0.2948478259
1236	0.2948456429
1237	0.2948433557
1238	0.2948395881
1239	0.2948373726
1240	0.2948366557
1241	0.2948353237
1242	0.2948322741
1243	0.2948299151
1244	0.2948254594
1245	0.2948218965
1246	0.294819977
1247	0.2948178206
1248	0.2948146061
1249	0.2948109896
1250	0.2948079573
1251	0.2948070368
1252	0.2948043788
1253	0.2948004722
1254	0.2947975966
1255	0.2947959664
1256	0.2947924426
1257	0.2947883405
1258	0.2947844677
1259	0.2947805298
1260	0.2947767432
1261	0.2947733708
1262	0.2947714512
1263	0.294771346
1264	0.2947677431
1265	0.2947657512
1266	0.2947640263
1267	0.2947605496
1268	0.2947586563
1269	0.2947572496
1270	0.2947570195
1271	0.2947552517
1272	0.29475207
1273	0.2947494402
1274	0.2947465093
1275	0.2947432111
1276	0.2947412324
1277	0.2947375497
1278	0.2947329741
1279	0.2947297268
1280	0.2947256313
1281	0.2947217525
1282	0.2947201418
1283	0.2947198592
1284	0.2947175378
1285	0.2947146251
1286	0.2947112446
1287	0.2947106729
1288	0.2947102325
1289	0.294708806
1290	0.2947047756
1291	0.2947046968
1292	0.2947033819
1293	0.2946994533
1294	0.2946984737
1295	0.2946963112
1296	0.2946927551
1297	0.2946913681
1298	0.2946873384
1299	0.2946839378
1300	0.2946827082
1301	0.2946799009
1302	0.2946759141
1303	0.2946722785
1304	0.2946686947
1305	0.294667248
1306	0.2946634418
1307	0.2946613775
1308	0.2946582875
1309	0.2946555395
1310	0.2946515298
1311	0.2946498009
1312	0.2946468753
1313	0.294644824
1314	0.2946414515
1315	0.2946388153
1316	0.2946351084
1317	0.2946328481
1318	0.2946310009
1319	0.2946291797
1320	0.2946261884
1321	0.2946234337
1322	0.2946197071
1323	0.2946190101
1324	0.2946161635
1325	0.2946152105
1326	0.2946126211
1327	0.2946118716
1328	0.2946092158
1329	0.2946068757
1330	0.2946063367
1331	0.2946028061
1332	0.2945980662
1333	0.2945978755
1334	0.2945948843
1335	0.2945925521
1336	0.2945905537
1337	0.2945875208
1338	0.2945870345
1339	0.2945835682
1340	0.2945796959
1341	0.2945795447
1342	0.2945792884
1343	0.2945775118
1344	0.2945740405
1345	0.2945703822
1346	0.2945698235
1347	0.2945667994
1348	0.2945638881
1349	0.2945581742
1350	0.294554952
1351	0.2945519752
1352	0.2945481687
1353	0.2945470607
1354	0.2945466663
1355	0.2945454038
1356	0.2945415126
1357	0.2945401652
1358	0.2945397248
1359	0.2945360959
1360	0.2945351127
1361	0.2945348695
1362	0.2945340543
1363	0.2945315827
1364	0.294529387
1365	0.2945238382
1366	0.2945209193
1367	0.2945185856
1368	0.2945173233
1369	0.2945155418
1370	0.2945133794
1371	0.2945118931
1372	0.2945090921
1373	0.2945052334
1374	0.2945012245
1375	0.2944978983
1376	0.2944956432
1377	0.2944936111
1378	0.2944923492
1379	0.2944911988
1380	0.2944883609
1381	0.2944872959
1382	0.2944836809
1383	0.2944821623
1384	0.2944799144
1385	0.2944779421
1386	0.2944766533
1387	0.2944720384
1388	0.2944688374
1389	0.294465623
1390	0.2944619045
1391	0.294457382
1392	0.2944550932
1393	0.294451511
1394	0.2944490674
1395	0.2944462671
1396	0.2944431454
1397	0.2944405685
1398	0.2944376826
1399	0.2944360391
1400	0.2944336988
1401	0.294430701
1402	0.2944281895
1403	0.2944244757
1404	0.2944216817
1405	0.2944193011
1406	0.2944172498
1407	0.2944136591
1408	0.2944128174
1409	0.2944116606
1410	0.2944088516
1411	0.2944045524
1412	0.2944012392
1413	0.2943988957
1414	0.2943975871
1415	0.2943959631
1416	0.294392453
1417	0.294390415
1418	0.2943881802
1419	0.2943857666
1420	0.2943838462
1421	0.2943811179
1422	0.2943773228
1423	0.2943753123
1424	0.2943714929
1425	0.2943700795
1426	0.2943661808
1427	0.2943636353
1428	0.2943610901
1429	0.2943575133
1430	0.2943557125
1431	0.2943516104
1432	0.2943478896
1433	0.2943444318
1434	0.2943414994
1435	0.2943404673
1436	0.294338896
1437	0.2943386856
1438	0.2943354052
1439	0.294331323
1440	0.2943286439
1441	0.2943248035
1442	0.2943215733
1443	0.2943186216
1444	0.2943155449
1445	0.2943153214
1446	0.2943143814
1447	0.2943119486
1448	0.2943098055
1449	0.2943080893
1450	0.2943056326
1451	0.2943047254
1452	0.2943040875
1453	0.2943003728
1454	0.2942983121
1455	0.2942968329
1456	0.2942951235
1457	0.2942937101
1458	0.2942929147
1459	0.2942912121
1460	0.2942880304
1461	0.2942873926
1462	0.2942856704
1463	0.2942831373
1464	0.2942797573
1465	0.2942763712
1466	0.294274951
1467	0.2942714864
1468	0.2942675288
1469	0.2942640633
1470	0.2942607961
1471	0.294258436
1472	0.2942557739
1473	0.2942531313
1474	0.2942500549
1475	0.2942455237
1476	0.2942445442
1477	0.2942406113
1478	0.2942370465
1479	0.294232766
1480	0.2942305764
1481	0.2942293076
1482	0.2942264742
1483	0.2942234371
1484	0.294219969
1485	0.2942181084
1486	0.2942176878
1487	0.2942141736
1488	0.2942107741
1489	0.2942076975
1490	0.2942059028
1491	0.2942028528
1492	0.2941997105
1493	0.294196816
1494	0.2941939364
1495	0.2941933117
1496	0.2941906357
1497	0.2941876439
1498	0.2941870454
1499	0.2941837507
1500	0.2941823373
1501	0.2941815942
1502	0.294178695
1503	0.2941748424
1504	0.2941707143
1505	0.294168889
1506	0.2941657595
1507	0.2941642212
1508	0.2941611823
1509	0.2941585574
1510	0.2941558618
1511	0.2941531797
1512	0.2941504905
1513	0.2941473085
